recno,Name,Vmag,SpType,n_Name,Teff,e_Teff,E_Teff,logg,e_logg,E_logg,[M/H],e_[M/H],E_[M/H],SMR,_RA,_DE,objID,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch,Ns,Nd,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist
1,HD 236373,10.22,G0V," ",6010,15,25,4.5,0.05,0.15,-0.18,0.02,0.02," ",4.73522,59.80032,179760047358411094,4.73579246,59.80033646,0.136,0.136,90.0,302067712,36,55453.54733796,0,48,10.8582,0.001,10.6067,0.001,16778328,10.3954,0.0986,12.4679,0.0912,88,9.8408,0.1043,12.864,0.1196,88,10.0549,0.0785,12.0733,0.0903,88,10.3884,0.086,11.1705,0.0647,88,1.038334
3,[BHG88] 40 1943,14.77,G2V," ",5805,95,140,3.85,0.5,0.7,-0.3,0.14,0.16," ",10.1264,40.7196,156860101264174207,10.12640045,40.71964308,0.039,0.01,0.0,503635968,60,56002.61179398,5,74,15.045,0.0011,15.0596,0.0022,115000,14.6518,0.0047,14.6405,0.0036,115000,14.5098,0.0019,14.5223,0.0062,115000,14.493,0.0071,14.4987,0.0053,115000,14.4585,0.0038,14.4132,0.0089,115000,0.155093
4,HD 4602,9.04,G0V," ",5975,80,40,3.9,0.45,0.2,-0.08,0.04,0.04," ",12.18082,59.60553,179520121808116775,12.18082667,59.60548269,0.0,0.0,90.0,268959744,32,51986.82628472,0,16,9.062,0.0494,13.1374,0.1659,88,8.6797,,,,88,,,,,64,8.5168,0.1024,11.4204,0.1457,88,8.8617,0.1895,10.1576,0.0888,88,0.170749
5,BD+59 140,10.37,G2V," ",6060,30,40,4.1,0.2,0.25,0.08,0.02,0.04," ",13.62071,60.64359,180770136210012670,13.62075723,60.64368524,0.124,0.124,90.0,302067712,36,55877.39777778,0,44,10.6117,0.0207,12.6237,0.1162,88,10.0092,0.1401,12.8562,0.0399,88,10.1959,0.0329,12.4239,0.0808,88,9.9117,0.103,11.964,0.1349,88,10.9728,0.0,10.7416,0.0,16778328,0.352851
6,TYC 4497-874-1,10.92,G3V,*,7000,0,0,3.0,0.2,0.0,0.04,0.02,0.04," ",13.62312,77.7844,201340136230432101,13.62352994,77.78434364,0.035,0.032,0.0,1141170176,136,54252.43811343,5,67,10.939,,,,65636,10.84,,,,65636,10.831,,,,65636,10.821,,,,32868,10.805,,,,114788,0.372391
7,HD 5649,8.7,G0V," ",5830,50,55,4.45,0.2,0.25,-0.08,0.04,0.04," ",14.82208,61.9101,182290148226242659,14.82286359,61.91010311,0.001,0.001,90.0,1343750144,160,55903.67756944,3,4,,,,,0,7.5875,0.0,13.0791,0.001,114744,,,,,114720,,,,,114720,8.8237,0.0,10.3474,0.0,24,1.328297
8,TYC 4017-1351-1,11.22,G0V," ",5810,55,95,4.6,0.2,0.4,0.06,0.04,0.08," ",15.14566,61.01408,181210151456067683,15.14524168,61.01426886,0.016,0.016,90.0,1141006336,136,55464.44767361,6,56,11.512,,,,114788,11.111,,,,114788,10.932,,,,100,10.838,,,,114788,10.807,,,,114788,0.997411
9,BD+60 167,10.34,G0V," ",5810,60,55,4.1,0.3,0.25,0.06,0.06,0.06," ",17.06033,61.32857,181590170608145239,17.06063572,61.32877016,0.038,0.038,90.0,302067712,36,56172.46787037,0,46,13.1752,,,,24,10.3248,0.0043,13.1501,0.0448,24,10.026,0.0272,13.1723,0.0479,24,9.9262,0.0421,12.4935,0.0806,24,11.5527,0.001,10.9022,0.001,16778264,0.893344
10,Kiev 10 24,12.55,G0V," ",6000,80,50,3.75,0.5,0.3,0.12,0.08,0.06," ",19.52696,3.30061,111960195270461062,19.52713966,3.30059765,0.026,0.016,90.0,906289152,108,55837.88172454,5,82,12.987,,,,114724,12.614,,,,114724,12.456,,,,114724,12.378,,,,114724,12.282,0.0036,12.2944,0.0025,115000,0.647232
11,BD+02 189,10.29,G1V," ",5780,60,45,4.35,0.25,0.25,-0.12,0.06,0.06," ",19.59894,3.13267,111750195992039433,19.5992427,3.1324913,0.001,0.001,90.0,1107374080,132,55668.56903935,10,65,11.8124,0.0033,15.2332,0.0036,102520,10.1435,0.0624,,,98424,9.8383,0.0788,12.3811,0.0989,98424,9.9908,0.0591,11.811,0.1114,98424,11.6534,0.001,10.7976,0.001,16876664,1.264043
12,TYC 23-21-1,10.15,G2.5V," ",5710,65,60,4.15,0.25,0.3,0.12,0.08,0.06," ",19.90629,3.28537,111940199064112805,19.90639523,3.28522236,0.001,0.001,90.0,1409441792,168,53470.88546296,5,57,10.42,,,,114788,10.031,,,,114788,9.897,,,,114788,9.854,,,,114788,9.84,,,,114788,0.652331
13,TYC 24-323-1,10.94,G1V," ",5775,45,65,4.85,0.1,0.25,-0.12,0.06,0.06," ",20.18123,3.16041,111790201811853167,20.18116472,3.16058397,0.019,0.019,90.0,268959744,32,55561.16496528,0,9,12.33,0.0822,12.6863,0.0343,24,12.9001,0.3633,,,16,10.8921,0.0642,12.6516,0.0355,24,10.7802,0.001,12.4774,0.001,24,,,,,0,0.668807
14,TYC 24-1059-1,11.49,G0V," ",5935,55,55,4.45,0.3,0.25,0.1,0.04,0.06," ",20.20663,3.84846,112610202066278625,20.20670358,3.84842425,0.386,0.217,0.0,1141170176,136,55306.33430556,5,83,11.932,,,,32868,11.586,,,,114788,11.461,,,,65636,11.416,,,,65636,11.406,,,,65636,0.293961
15,TYC 24-310-1,10.11,G1V," ",5820,45,20,4.0,0.25,0.1,0.0,0.04,0.04," ",20.31651,3.12636,111750203164852001,20.316501,3.126355,0.057,0.057,90.0,1409359872,168,51773.29019676,1,44,10.406,,,,114788,10.069,,,,68,9.96,,,,68,9.93,,,,68,9.927,,,,68,0.037022
16,HD 236754,9.39,G0V," ",5985,55,35,3.6,0.3,0.15,0.1,0.06,0.04," ",22.34679,59.78326,179740223472480589,22.34724442,59.78332338,0.001,0.001,90.0,1343750144,160,56083.83190972,3,36,9.8722,0.1413,12.838,0.0835,24,8.9996,0.0021,12.6075,0.012,114744,9.2016,0.029,12.5236,0.0539,114744,8.408,0.0556,12.1443,0.14,114744,8.7142,0.1262,10.6989,0.0502,24,0.854341
17,BD+58 253,10.09,G0V," ",6005,40,35,4.5,0.2,0.15,-0.16,0.02,0.02," ",22.80557,59.48134,179370228056448217,22.80558,59.481331,0.053,0.053,90.0,604053504,72,51467.23748843,2,29,10.458,,,,16484,10.092,,,,32868,9.961,,,,16484,9.918,,,,16484,9.906,,,,114788,0.037202
18,TYC 3682-1531-1,10.62,G0V," ",6000,65,45,4.2,0.3,0.2,-0.04,0.06,0.04," ",22.81635,59.39175,179270228164930609,22.816355,59.391724,0.054,0.054,90.0,1409359872,168,51467.23759259,5,6,10.899,,,,114788,10.534,,,,114788,10.404,,,,114788,10.359,,,,114788,10.347,,,,114788,0.094048
19,HD 9224,7.31,G0V," ",5820,60,60,4.2,0.3,0.25,-0.04,0.06,0.06," ",22.83135,29.41309,143290228319245985,22.83137184,29.41306545,0.0,0.0,90.0,268959744,32,51970.98438657,0,13,7.6825,0.0966,11.4536,0.0739,88,7.7664,0.001,11.0263,0.001,88,,,,,64,7.1516,0.0,12.4771,0.0,88,6.6126,0.2323,9.4488,0.1594,88,0.111812
20,BD+58 254,10.54,G2V," ",5675,60,60,4.3,0.25,0.25,0.04,0.08,0.06," ",22.83676,59.42392,179300228361979365,22.83640479,59.42391944,0.016,0.016,90.0,1375887360,164,55788.72795139,5,44,12.1717,0.2882,12.3026,0.0752,114744,10.3702,0.1629,12.6225,0.1171,114744,13.176,0.0461,10.6401,0.0499,16892984,10.1117,0.0412,11.9289,0.2045,114744,10.6486,0.0658,11.3103,0.0995,114744,0.650483
21,BD+58 255,10.22,G0V," ",6100,40,45,3.7,0.25,0.25,0.06,0.06,0.06," ",22.85242,59.66446,179590228526277920,22.8524215,59.66444922,0.0,0.0,90.0,268959744,32,52001.454375,0,10,10.5654,0.0059,12.6118,0.0063,16777304,10.4121,0.0397,13.1993,0.003,88,13.1799,0.2899,,,16777304,,,,,64,,,,,64,0.038904
22,BD+46 377,10.31,G0V," ",6185,45,25,4.05,0.25,0.1,0.02,0.04,0.04," ",22.95147,47.43038,164910229514176968,22.95145,47.430405,0.052,0.052,90.0,1140924416,136,51435.37479167,5,60,10.614,,,,65636,10.27,,,,65636,10.13,,,,32868,10.069,,,,32868,10.05,,,,114788,0.102335
24,TYC 4031-361-1,10.71,G0V," ",6135,50,45,4.1,0.25,0.25,0.0,0.04,0.04," ",23.29019,61.29689,181550232904286976,23.29030592,61.29691989,0.023,0.023,90.0,1342332928,160,55176.9696412,1,16,10.703,,,,16420,10.416,,,,16420,10.276,,,,16420,10.149,,,,16420,10.097,,,,114724,0.227482
25,BD+41 309,9.3,G2V," ",6155,35,45,4.5,0.15,0.25,-0.04,0.02,0.04," ",23.73136,42.27875,158730237311064987,23.73123767,42.27863891,0.718,0.493,90.0,1417830400,169,55696.71916667,0,8,9.362,,,,16420,9.135,,,,16420,9.078,,,,16420,9.079,,,,4,9.088,,,,16420,0.515856
26,HD 9977,8.54,G0V," ",6050,30,65,4.15,0.15,0.35,-0.04,0.02,0.06," ",24.60584,46.42571,163710246054321156,24.60585357,46.4256891,0.0,0.0,90.0,268959744,32,52004.52456019,0,23,9.2405,0.0783,12.7006,0.1892,88,8.3987,0.0943,12.5398,0.2969,88,8.1547,0.0339,12.5847,0.196,88,8.4835,0.0284,10.9453,0.0063,88,8.6943,0.1313,,,88,0.082432
27,HD 236817,8.73,G0V," ",5800,45,50,4.4,0.2,0.25,0.0,0.04,0.06," ",24.96367,59.58485,179500249644042048,24.96407484,59.58461637,0.105,0.105,90.0,268959744,32,55890.22710648,0,10,,,,,0,8.0578,0.001,13.0747,0.001,24,,,,,0,8.4006,0.0142,11.4614,0.0619,24,8.3161,0.0829,,,24,1.118841
28,BD+45 411,9.03,G2V," ",6050,45,75,4.7,0.25,0.35,-0.06,0.02,0.04," ",25.13835,45.85138,163020251387162041,25.13831593,45.85136898,0.0,0.0,90.0,268959744,32,51986.15439815,0,6,10.116,0.001,11.6462,0.001,88,8.9855,0.001,11.8461,0.001,88,8.9186,0.001,12.3168,0.001,88,9.1444,0.001,,,88,10.6148,,10.7628,0.1524,88,0.094192
29,BD+40 349,10.24,G0V," ",5830,50,50,4.15,0.25,0.25,-0.04,0.04,0.04," ",25.45743,41.36654,157640254576910707,25.45763395,41.36650323,0.001,0.001,90.0,1343750144,160,56189.90922454,4,18,10.2998,0.031,11.6149,0.0408,114744,10.9205,0.0592,12.3218,0.0236,24,,,,,114720,9.9468,0.1901,11.7448,0.1245,114744,10.6706,0.0223,11.2721,0.2932,114736,0.566707
30,BD+45 434,10.17,G0V," ",5880,60,60,4.55,0.25,0.3,-0.04,0.04,0.04," ",26.34057,46.11006,163330263401662744,26.34047673,46.11011576,0.001,0.001,90.0,302067712,36,56172.48568287,0,36,10.3835,0.0067,12.9768,0.1989,24,10.1899,0.0704,13.1985,0.1095,24,9.5636,0.0278,12.9074,0.0286,24,9.9965,0.1661,12.8128,0.109,24,12.0272,0.0012,11.0544,0.001,16778264,0.30738
31,HD 10757,7.36,G0V," ",5990,60,70,4.25,0.3,0.4,0.12,0.06,0.08," ",26.69662,59.15612,178980266961137784,26.69668688,59.15610041,0.0,0.0,90.0,268959744,32,51995.32564815,0,12,8.0595,0.0185,11.238,0.0072,88,7.8443,0.002,11.3987,0.0188,88,7.9085,0.0347,11.0279,0.1404,88,7.5194,0.1455,,,88,7.1976,0.0,,,88,0.142167
32,TYC 3696-1125-1,10.29,G2V," ",5765,55,25,4.05,0.25,0.15,0.0,0.04,0.02," ",27.17978,59.41076,179290271797043638,27.17984588,59.41079348,0.052,0.052,90.0,1409441792,168,52506.25758102,5,45,10.472,,,,114788,10.116,,,,114788,10.017,,,,114788,10.003,,,,114788,9.998,,,,114788,0.170567
33,TYC 4032-1284-1,10.94,G0V," ",5840,50,55,4.55,0.2,0.25,0.0,0.04,0.04," ",27.35883,60.19308,180230273579052503,27.35787871,60.19318159,0.017,0.017,90.0,1350643712,161,56600.40787037,1,3,,,,,114720,14.8013,0.0017,,,16793648,14.2119,0.1116,,,16440,,,,,16416,,,,,16416,1.741158
34,BD+59 329,9.66,G0V," ",6225,55,50,4.45,0.3,0.3,-0.08,0.02,0.04," ",27.36664,59.74628,179690273663095715,27.36632697,59.74582533,0.055,0.055,90.0,268959744,32,56305.99195602,0,3,,,,,0,13.1463,0.001,,,24,10.4975,0.1764,13.3728,0.2441,24,,,,,0,,,,,0,1.73249
35,BD+43 375,9.29,G0V," ",5690,45,45,4.25,0.25,0.2,-0.04,0.06,0.06," ",27.36763,43.81815,160580273678531991,27.36761863,43.81810841,0.0,0.0,90.0,268959744,32,51976.10280093,0,48,9.9468,0.0446,11.9429,0.0735,88,9.1934,0.0232,12.1938,0.1177,88,8.8764,0.0209,11.9778,0.0244,88,9.0549,0.0768,11.8162,0.1753,88,9.5118,0.062,10.5388,0.0189,88,0.152609
36,BD+42 384,9.92,G2V,*,5000,110,60,3.0,0.1,0.0,0.22,0.16,0.08," ",27.4448,43.70168,160440274448642670,27.44483495,43.70165896,0.001,0.001,90.0,1409441792,168,56215.24219907,4,35,10.468,,,,114788,9.685,,,,114788,9.331,,,,114788,9.123,,,,68,9.017,,,,114788,0.118368
37,TYC 4036-1625-1,10.34,G0V," ",6070,60,35,4.4,0.3,0.2,-0.16,0.04,0.02," ",27.51248,62.15557,182580275128737177,27.51275785,62.15539602,0.064,0.064,90.0,570503168,68,56326.20715278,2,11,10.8915,0.001,15.1783,0.0022,114808,10.7637,0.001,14.3523,0.0014,16504,,,,,16480,10.4024,0.1388,11.6023,0.1983,16504,11.1372,,10.7096,0.2827,16811128,0.781382
38,GSC 01759-00272,12.81,G0V," ",5955,115,175,4.0,0.55,0.85,-0.22,0.08,0.2," ",27.59996,27.03953,140440275999587988,27.60000061,27.03948749,0.055,0.028,90.0,637853696,76,55944.0337037,5,53,13.034,,,,114724,12.689,,,,114724,12.564,,,,32804,12.519,,,,114724,12.5145,0.0084,12.5424,0.0075,115000,0.200938
39,TYC 1759-462-1,11.32,G3V," ",6140,80,75,3.65,0.45,0.4,0.2,0.12,0.12,*,27.6128,27.06937,140480276127433795,27.61274015,27.06932034,0.425,0.131,90.0,1141006336,136,53341.81615741,5,36,11.446,,,,65636,11.137,,,,65636,11.048,,,,65636,11.036,,,,65636,11.038,,,,114788,0.262241
40,BD+60 402,10.26,G0V," ",5985,75,70,4.3,0.4,0.4,0.22,0.08,0.1,*,29.68207,60.74081,180880296827569255,29.68269726,60.74067962,0.042,0.042,90.0,302067712,36,55429.59474537,0,5,,,,,0,11.592,0.0022,16.4498,0.0055,24,,,,,0,12.4108,0.001,11.9418,0.001,16778264,,,13.0069,0.0038,24,1.19935
41,HD 236938,8.69,G2V," ",5890,45,40,4.05,0.2,0.2,0.02,0.04,0.06," ",31.18132,60.43846,180520311809636797,31.181344,60.438435,0.048,0.048,90.0,1140924416,136,51183.07099537,5,21,9.097,,,,114788,8.385,,,,114788,8.045,,,,68,7.842,,,,68,7.75,,,,98404,0.099584
42,GAT 1048,11.66,G2V," ",5520,50,35,4.35,0.25,0.2,0.0,0.02,0.06," ",34.54789,-3.14775,104220345478473107,34.54788329,-3.14781349,0.273,0.112,0.0,1141170176,136,55830.61518519,5,52,12.092,,,,114724,11.585,,,,32804,11.369,,,,32804,11.262,,,,32804,11.22,,,,114724,0.229833
43,IC 1795 40,13.25,G3V," ",5845,65,75,4.1,0.35,0.35,0.14,0.08,0.08," ",36.40162,62.03444,182440364017052059,36.40171676,62.03440257,0.015,0.007,0.0,906289152,108,55855.95572917,4,58,13.366,,,,114724,12.772,,,,114724,12.47,,,,16420,12.281,,,,114724,12.1914,0.0054,12.2137,0.0139,115000,0.211754
44,HD 15335,5.91,G0V," ",5970,35,65,4.4,0.15,0.3,-0.08,0.04,0.06," ",37.20206,29.93176,143910372017609035,37.20205545,29.93178531,0.0,0.0,90.0,268959744,32,51991.61362269,0,3,6.8277,0.1444,,,88,,,,,64,,,,,64,,,,,64,5.5943,0.001,8.8133,0.001,88,0.092215
45,BD+56 658,10.6,G1V," ",6065,40,30,4.05,0.2,0.15,-0.04,0.02,0.04," ",38.45574,57.58684,177100384556344585,38.45575928,57.58673423,0.18,0.18,90.0,1073819648,128,55546.30077546,5,16,11.3379,0.001,12.2782,0.001,65584,10.8293,0.0545,13.1669,0.0043,65592,10.5926,0.001,13.674,0.0011,32824,10.1434,0.013,11.4427,0.0245,16432,10.7481,0.185,11.1445,0.0485,114744,0.382585
46,HD 16363,8.43,G0V," ",5550,60,60,4.15,0.25,0.3,0.0,0.06,0.06," ",39.9526,57.67797,177210399523143657,39.95262398,57.6779338,0.0,0.0,90.0,268959744,32,52003.24012731,0,12,9.1514,0.0551,12.1056,0.07,88,8.456,0.001,11.4987,0.001,88,8.4684,0.0539,,,88,8.101,0.0273,10.6257,0.0802,80,7.7177,0.001,9.8653,0.001,88,0.138253
47,HD 16894,8.02,G2V," ",5500,60,80,4.05,0.25,0.35,-0.1,0.06,0.12," ",41.29889,61.38636,181660412987134103,41.29873913,61.38628366,0.001,0.001,90.0,1343750144,160,56123.59298611,3,4,9.3974,0.001,12.3165,0.001,114808,,,,,64,8.8224,0.001,11.636,0.001,88,,,,,114784,8.2109,0.299,9.4422,0.1234,114800,0.378396
48,HD 17674,7.56,G0V," ",5890,40,40,4.2,0.2,0.2,-0.06,0.04,0.02," ",42.76786,30.28674,144340427682764518,42.76786971,30.28672904,0.0,0.0,90.0,268959744,32,52001.37841435,0,7,7.8624,0.0,11.0354,0.0,88,,,,,64,7.4734,0.0025,11.983,0.002,88,7.549,0.0506,10.0993,0.0091,80,8.1218,0.0015,9.1387,0.0034,88,0.049678
49,BD+60 583,8.41,G1V," ",5635,55,50,4.0,0.25,0.15,0.1,0.06,0.08," ",43.29347,61.09698,181310432936947172,43.29331277,61.09708877,0.001,0.001,90.0,1140924416,136,51449.44369213,10,4,8.574,,,,114788,8.246,,,,114788,8.123,,,,114788,8.079,,,,98404,8.069,,,,114788,0.477675
50,GSC 01227-00796,12.46,G2V," ",5955,60,70,4.3,0.3,0.45,0.04,0.06,0.04," ",43.45212,18.74872,130490434520188940,43.45205244,18.7485711,0.115,0.08,0.0,604299264,72,55552.24952546,6,59,12.781,,,,114724,12.274,,,,114724,12.06,,,,98340,11.951,,,,114724,11.909,,,,114724,0.583422
52,GSC 01230-00910,10.62,G2V," ",5810,65,50,4.55,0.3,0.25,-0.1,0.06,0.04," ",44.275,20.12172,132140442750336647,44.27500535,20.12172435,0.178,0.073,90.0,604299264,72,55961.02581019,5,60,12.557,,,,114724,12.102,,,,32804,11.911,,,,114724,11.821,,,,114724,11.788,,,,114724,0.023922
53,GSC 01227-00791,12.75,G2V," ",5655,55,65,4.3,0.25,0.25,-0.14,0.06,0.08," ",44.42058,19.04444,130850444205433818,44.42050793,19.04436525,0.123,0.065,90.0,637853696,76,55805.25547454,3,67,13.064,,,,114724,12.527,,,,16420,12.293,,,,16420,12.17,,,,32804,12.1197,0.0089,12.149,0.0013,16892216,0.364092
54,BD+60 600,8.65,G0V," ",5655,35,60,3.95,0.1,0.3,0.2,0.06,0.08,*,44.71035,60.95314,181140447113525065,44.71129189,60.95345177,0.015,0.015,90.0,276897792,33,56054.89534722,0,14,9.0742,0.1141,12.4219,0.1922,24,13.1213,0.0285,12.9483,0.0694,16777240,13.4456,0.0309,13.449,0.001,16777240,,,,,0,12.1953,0.0279,12.3675,0.001,16777240,1.992501
55,TYC 1230-576-1,11.2,G1V," ",5665,85,75,4.4,0.35,0.3,0.16,0.1,0.08,*,44.84828,21.00674,133200448482478376,44.84839651,21.00655997,0.308,0.273,0.0,1375887360,164,56530.85480324,1,42,12.3379,0.0028,15.7807,0.003,118904,11.2662,0.0102,12.8387,0.0611,88,10.4313,0.0746,13.0477,0.3207,88,11.1114,0.172,12.4761,0.1109,88,12.2174,0.0012,11.3399,0.001,16777816,0.757207
56,GSC 01230-01044,12.02,G1V," ",5795,45,55,4.75,0.2,0.2,-0.1,0.04,0.06," ",44.86662,20.87762,133050448666993630,44.866753,20.87752512,0.456,0.322,90.0,1409605632,168,55796.64119213,5,49,12.234,,,,114724,11.81,,,,114724,11.637,,,,114724,11.564,,,,114724,11.538,,,,114724,0.562853
57,GSC 01227-00299,12.8,G3V," ",5750,105,45,3.9,0.6,0.3,0.02,0.08,0.04," ",44.87083,19.78775,131740448709935839,44.87103558,19.7877735,0.126,0.111,90.0,906289152,108,56027.82862269,6,53,13.137,,,,16420,12.623,,,,16420,12.394,,,,114724,12.27,,,,16420,12.258,0.0012,12.3631,0.0013,16696,0.701508
